X,Y,OBJECTID,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_STATE,HQ_ZIP_CODE,COUNTY_NAME,STATE_NAME,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
-117.4070645,47.709683,4044,Providence Holy Family Hospital,Short Term Acute Care Hospital,5633 N Lidgerwood St,Spokane,WA,99208,Spokane,Washington,272.0,184.0,14,14,0.51779336,88,6.0
-117.23501840000002,47.671083700000004,4045,MultiCare Valley Hospital,Short Term Acute Care Hospital,12606 E Mission Ave,Spokane Valley,WA,99216,Spokane,Washington,123.0,123.0,10,10,0.43238667,0,3.0
-117.47769129999999,47.7029335,4046,Mann-Grandstaff VA Medical Center (AKA Spokane VA Medical Center),VA Hospital,4815 N Assembly St,Spokane,WA,99205,Spokane,Washington,66.0,46.0,0,0,,20,0.0
-117.89314399999999,48.540797,4047,Providence Mount Carmel Hospital,Critical Access Hospital,982 E Columbia Ave,Colville,WA,99114,Stevens,Washington,55.0,25.0,4,4,0.48526028,30,2.0
-117.71084029999999,48.2778865,4048,Providence St Josephs Hospital,Critical Access Hospital,500 E Webster Ave,Chewelah,WA,99109,Stevens,Washington,65.0,23.0,4,4,0.27778441,42,1.0
-122.95182820000001,47.0428704,4049,Capital Medical Center,Short Term Acute Care Hospital,3900 Capital Mall Dr Sw,Olympia,WA,98502,Thurston,Washington,110.0,107.0,30,30,0.41077965,3,2.0
-122.84799040000001,47.052995700000004,4050,Providence St Peter Hospital,Short Term Acute Care Hospital,413 Lilly Rd Ne,Olympia,WA,98506,Thurston,Washington,390.0,307.0,42,42,0.873339,83,12.0
-118.34320759999999,46.061984700000004,4051,Providence St Mary Medical Center,Short Term Acute Care Hospital,401 W Poplar St,Walla Walla,WA,99362,Walla Walla,Washington,142.0,120.0,28,28,0.49763113,22,5.0
-118.35606820000001,46.0538497,4052,Walla Walla VA Medical Center (AKA Jonathan Wainwright Memorial VA Medical Center),VA Hospital,77 Wainwright Dr,Walla Walla,WA,99362,Walla Walla,Washington,36.0,36.0,0,0,,0,
-122.47392260000001,48.772592700000004,4053,PeaceHealth St Joseph Medical Center,Short Term Acute Care Hospital,2901 Squalicum Pkwy,Bellingham,WA,98225,Whatcom,Washington,253.0,207.0,24,24,0.80009264,46,5.0
-117.17058490000002,46.7129896,4054,Pullman Regional Hospital,Critical Access Hospital,835 Se Bishop Blvd,Pullman,WA,99163,Whitman,Washington,36.0,25.0,6,6,0.38641095,11,2.0
-120.0066571,46.322862,4055,Astria Sunnyside Hospital (FKA Sunnyside Community Hospital & Clinics),Critical Access Hospital,1016 Tacoma Ave,Sunnyside,WA,98944,Yakima,Washington,38.0,25.0,7,7,0.58060277,13,2.0
-120.54793670000001,46.593677899999996,4056,Virginia Mason Memorial (FKA Yakima Valley Memorial Hospital),Short Term Acute Care Hospital,2811 Tieton Dr,Yakima,WA,98902,Yakima,Washington,226.0,208.0,38,38,0.54438883,18,11.0
-120.31663,46.370740399999995,4057,Astria Toppenish Hospital (FKA Toppenish Community Hospital),Short Term Acute Care Hospital,502 W 4th Ave,Toppenish,WA,98948,Yakima,Washington,63.0,25.0,7,7,0.33380821,38,2.0
-80.04497099999999,39.160889000000005,4058,Broaddus Hospital,Critical Access Hospital,1 Healthcare Dr,Philippi,WV,26416,Barbour,West Virginia,72.0,12.0,2,2,0.40753424,60,1.0
-77.980184,39.476442999999996,4059,Berkeley Medical Center (FKA City Hospital),Short Term Acute Care Hospital,2500 Hospital Dr,Martinsburg,WV,25401,Berkeley,West Virginia,195.0,146.0,20,20,0.64306623,49,13.0
-81.80638379999999,38.047838299999995,4060,Boone Memorial Hospital,Critical Access Hospital,701 Madison Ave,Madison,WV,25130,Boone,West Virginia,25.0,25.0,4,4,0.44175342,0,2.0
-80.749249,38.660801899999996,4061,Braxton County Memorial Hospital,Critical Access Hospital,100 Hoylman Dr,Gassaway,WV,26624,Braxton,West Virginia,25.0,25.0,4,4,0.10926028,0,2.0
-82.4270298,38.4095335,4062,Cabell Huntington Hospital,Short Term Acute Care Hospital,1340 Hal Greer Blvd,Huntington,WV,25701,Cabell,West Virginia,313.0,330.0,44,44,0.70715648,-17,13.0
-82.4561911,38.4136561,4063,St Marys Medical Center,Short Term Acute Care Hospital,2900 1st Ave,Huntington,WV,25701,Cabell,West Virginia,393.0,349.0,32,32,0.6988107,44,14.0
-81.0914,38.925,4064,Minnie Hamilton Health Care Center CAH (AKA Minnie Hamilton Health System),Critical Access Hospital,186 Hospital Dr,Grantsville,WV,26147,Calhoun,West Virginia,42.0,25.0,4,4,0.14915068,17,1.0
-81.1495098,37.9722646,4065,Plateau Medical Center,Critical Access Hospital,430 Main St W,Oak Hill,WV,25901,Fayette,West Virginia,25.0,25.0,3,3,0.45906851,0,1.0
-81.3245804,38.182644700000004,4066,Montgomery General Hospital,Critical Access Hospital,401 6th Ave,Montgomery,WV,25136,Fayette,West Virginia,69.0,25.0,4,4,0.35550684,44,2.0
-80.459165,37.754125,4067,Greenbrier Valley Medical Center,Short Term Acute Care Hospital,1320 Maplewood Ave,Ronceverte,WV,24970,Greenbrier,West Virginia,122.0,92.0,12,12,0.33659917,30,2.0
-78.6985312,39.3333253,4068,Hampshire Memorial Hospital,Critical Access Hospital,363 Sunrise Blvd,Romney,WV,26757,Hampshire,West Virginia,44.0,14.0,2,2,0.47005871,30,2.0
-80.527957,40.395559999999996,4069,Weirton Medical Center,Short Term Acute Care Hospital,601 Colliers Way,Weirton,WV,26062,Brooke,West Virginia,218.0,127.0,10,10,0.42603818,91,7.0
-80.3627122,39.27034520000001,4070,Louis A Johnson VA Medical Center (AKA Clarksburg VA Medical Center),VA Hospital,1 Medical Center Dr,Clarksburg,WV,26301,Harrison,West Virginia,72.0,72.0,0,0,,0,0.0
-80.239579,39.328546,4071,United Hospital Center,Short Term Acute Care Hospital,327 Medical Park Dr,Bridgeport,WV,26330,Harrison,West Virginia,292.0,232.0,20,20,0.67525983,60,17.0
-81.729895,38.822896,4072,Jackson General Hospital,Critical Access Hospital,122 Pinnell St,Ripley,WV,25271,Jackson,West Virginia,25.0,25.0,4,4,0.32734248,0,2.0
-77.85874,39.295965,4073,Jefferson Medical Center (FKA Jefferson Memorial Hospital),Critical Access Hospital,300 S Preston St,Ranson,WV,25438,Jefferson,West Virginia,25.0,25.0,5,5,0.43090412,0,3.0
-81.62645400000001,38.348059,4074,CAMC General Hospital,Short Term Acute Care Hospital,501 Morris St,Charleston,WV,25301,Kanawha,West Virginia,268.0,804.0,95,95,0.66136765,-536,36.0
-81.72638620000001,38.35407670000001,4075,Thomas Memorial Hospital,Short Term Acute Care Hospital,4605 Maccorkle Ave Sw,South Charleston,WV,25309,Kanawha,West Virginia,241.0,168.0,31,31,0.45277235,73,6.0
-81.633054,38.3540037,4076,Saint Francis Hospital,Short Term Acute Care Hospital,333 Laidley St,Charleston,WV,25301,Kanawha,West Virginia,142.0,36.0,5,5,0.72602737,106,2.0
-81.6301801,38.3436574,4077,Charleston Surgical Hospital,Short Term Acute Care Hospital,1306 Kanawha Blvd E,Charleston,WV,25301,Kanawha,West Virginia,35.0,8.0,1,1,0.26678082,27,0.0
-80.492405,39.047745899999995,4078,Stonewall Jackson Memorial Hospital,Short Term Acute Care Hospital,230 Hospital Plz,Weston,WV,26452,Lewis,West Virginia,70.0,70.0,6,6,0.2037182,0,2.0
-81.9957579,37.8465795,4079,Logan Regional Medical Center,Short Term Acute Care Hospital,20 Hospital Dr,Logan,WV,25601,Logan,West Virginia,140.0,132.0,12,12,0.41525528,8,3.0
-81.5892,37.438,4080,Welch Community Hospital,Short Term Acute Care Hospital,454 Mcdowell St,Welch,WV,24801,McDowell,West Virginia,124.0,49.0,7,7,0.128208,75,2.0
-80.165447,39.4824518,4081,Fairmont Medical Center (AKA Fairmont Regional Medical Center),Short Term Acute Care Hospital,1325 Locust Ave,Fairmont,WV,26554,Marion,West Virginia,73.0,73.0,14,14,0.23062488,0,4.0
-80.754225,39.946721000000004,4082,Reynolds Memorial Hospital,Short Term Acute Care Hospital,800 Wheeling Ave,Glen Dale,WV,26038,Marshall,West Virginia,70.0,59.0,9,9,0.33587185,11,2.0
-82.123163,38.8689665,4083,Pleasant Valley Hospital,Short Term Acute Care Hospital,2520 Valley Dr,Point Pleasant,WV,25550,Mason,West Virginia,201.0,49.0,5,5,0.372435,152,2.0
-81.112022,37.362697999999995,4084,Princeton Community Hospital,Short Term Acute Care Hospital,122 12th St,Princeton,WV,24740,Mercer,West Virginia,267.0,89.0,16,16,0.68579346,178,5.0
-79.002872,39.4095365,4085,Potomac Valley Hospital,Critical Access Hospital,100 Pin Oak Ln,Keyser,WV,26726,Mineral,West Virginia,25.0,25.0,4,4,0.41073972,0,2.0
-79.94644790000001,39.6640597,4086,Mon Health Medical Center (FKA Mon General Hospital),Short Term Acute Care Hospital,1200 J D Anderson Dr,Morgantown,WV,26505,Monongalia,West Virginia,189.0,189.0,26,26,0.42665797,0,4.0
-79.95589050000001,39.6518209,4087,JW Ruby Memorial Hospital,Short Term Acute Care Hospital,1 Medical Center Dr,Morgantown,WV,26506,Monongalia,West Virginia,690.0,613.0,65,65,0.87352955,77,48.0
-78.20052259999999,39.6423165,4088,War Memorial Hospital,Critical Access Hospital,1 Healthy Way,Berkeley Springs,WV,25411,Morgan,West Virginia,41.0,25.0,4,4,0.37106851,16,2.0
-80.82999559999999,38.2925264,4089,Summersville Regional Medical Center,Critical Access Hospital,400 Fairview Heights Rd,Summersville,WV,26651,Nicholas,West Virginia,105.0,49.0,6,6,0.50484437,56,2.0
-80.6850467,40.058845899999994,4090,Wheeling Hospital,Short Term Acute Care Hospital,1 Medical Park,Wheeling,WV,26003,Ohio,West Virginia,223.0,223.0,22,22,0.60304689,0,8.0
-80.108964,38.20067,4091,Pocahontas Memorial Hospital,Critical Access Hospital,150 Duncan Rd,Buckeye,WV,24924,Pocahontas,West Virginia,25.0,25.0,4,4,0.16383561,0,2.0
-79.67789599999999,39.466044000000004,4092,Preston Memorial Hospital,Critical Access Hospital,150 Memorial Dr,Kingwood,WV,26537,Preston,West Virginia,25.0,25.0,4,4,0.36449316,0,2.0
-81.16820799999999,37.798658,4093,Beckley ARH Hospital,Short Term Acute Care Hospital,306 Stanaford Rd,Beckley,WV,25801,Raleigh,West Virginia,173.0,100.0,11,11,0.58079451,73,8.0
-81.2017897,37.787634999999995,4094,Raleigh General Hospital,Short Term Acute Care Hospital,1710 Harper Rd,Beckley,WV,25801,Raleigh,West Virginia,300.0,300.0,16,16,0.44915068,0,5.0
-81.1931793,37.7649167,4095,Beckley VA Medical Center,VA Hospital,200 Veterans Ave,Beckley,WV,25801,Raleigh,West Virginia,30.0,30.0,0,0,,0,1.0
-79.8548287,38.9280523,4096,Davis Medical Center (AKA Davis Memorial Hospital),Short Term Acute Care Hospital,812 Gorman Ave,Elkins,WV,26241,Randolph,West Virginia,80.0,90.0,16,16,0.24292238,-10,2.0
-81.3679449,38.815731799999995,4097,Roane General Hospital,Critical Access Hospital,200 Hospital Dr,Spencer,WV,25276,Roane,West Virginia,60.0,25.0,4,4,0.30093151,35,2.0
-80.891633,37.674909,4098,Summers County ARH Hospital,Critical Access Hospital,115 Summers Hospital Rd,Hinton,WV,25951,Summers,West Virginia,25.0,25.0,4,4,0.30136988,0,2.0
-80.02525899999999,39.343790999999996,4099,Grafton City Hospital,Critical Access Hospital,1 Hospital Plz,Grafton,WV,26354,Taylor,West Virginia,25.0,25.0,4,4,0.30794519,0,1.0
-81.0041767,39.558557799999996,4100,Sistersville General Hospital,Critical Access Hospital,314 S Wells St,Sistersville,WV,26175,Tyler,West Virginia,12.0,25.0,4,4,0.0409863,-13,2.0
-80.2366,38.991,4101,St Josephs Hospital,Critical Access Hospital,1 Amalia Dr,Buckhannon,WV,26201,Upshur,West Virginia,151.0,25.0,4,4,0.33786303,126,2.0
-82.51657890000001,38.3841745,4102,Hershel Woody Williams VA Medical Center (AKA Huntington VA Medical Center),VA Hospital,1540 Spring Valley Dr,Huntington,WV,25704,Wayne,West Virginia,80.0,80.0,1,1,,0,2.0
-80.41072659999999,38.482205900000004,4103,Webster County Memorial Hospital,Critical Access Hospital,324 Miller Mountain Dr,Webster Springs,WV,26288,Webster,West Virginia,15.0,25.0,4,4,0.06169863,-10,1.0
-80.85019770000001,39.681071200000005,4104,Wetzel County Hospital,Short Term Acute Care Hospital,3 E Benjamin Dr,New Martinsville,WV,26155,Wetzel,West Virginia,58.0,48.0,5,5,0.11375571,10,2.0
-81.5599487,39.2696181,4105,Camden Clark Medical Center - Memorial Campus,Short Term Acute Care Hospital,800 Garfield Ave,Parkersburg,WV,26101,Wood,West Virginia,302.0,251.0,18,18,0.59546208,51,12.0
-89.82130749999999,43.974450700000006,4106,Gundersen Moundview Hospital (FKA Moundview Memorial Hospital and Clinics),Critical Access Hospital,402 W Lake St,Friendship,WI,53934,Adams,Wisconsin,25.0,25.0,4,4,0.063780822,0,0.0
-90.8884498,46.5685535,4107,Memorial Medical Center,Critical Access Hospital,1615 Maple Ln,Ashland,WI,54806,Ashland,Wisconsin,35.0,25.0,4,4,0.43561643,10,2.0
-91.8392923,45.3976123,4108,Mayo Clinic Hospital - Northland in Barron,Critical Access Hospital,1222 E Woodland Ave,Barron,WI,54812,Barron,Wisconsin,25.0,25.0,5,5,0.52405477,0,2.0
-92.0287123,45.5308808,4109,Cumberland Memorial Hospital,Critical Access Hospital,1110 7th Ave,Cumberland,WI,54829,Barron,Wisconsin,25.0,25.0,4,4,0.23517808,0,0.0
-91.7595124,45.506532299999996,4110,Marshfield Medical Center - Rice Lake (FKA Lakeview Medical Center),Short Term Acute Care Hospital,1700 W Stout St,Rice Lake,WI,54868,Barron,Wisconsin,40.0,40.0,5,5,0.39554796,0,2.0
-88.0116943,44.50218220000001,4111,Bellin Hospital Green Bay (AKA Bellin Memorial Hospital),Short Term Acute Care Hospital,744 S Webster Ave,Green Bay,WI,54301,Brown,Wisconsin,244.0,161.0,28,28,0.44746023,83,7.0
-88.02,44.4799999,4112,HSHS St Vincent Hospital,Short Term Acute Care Hospital,835 S Van Buren St,Green Bay,WI,54307,Brown,Wisconsin,517.0,223.0,24,24,0.57684135,294,4.0
-88.06617920000001,44.5331501,4113,HSHS St Marys Hospital Medical Center,Short Term Acute Care Hospital,1726 Shawano Ave,Green Bay,WI,54303,Brown,Wisconsin,158.0,83.0,8,8,0.40128735,75,2.0
-87.9429275,44.4745585,4114,Aurora BayCare Medical Center,Short Term Acute Care Hospital,2845 Greenbrier Rd,Green Bay,WI,54311,Brown,Wisconsin,167.0,167.0,24,24,0.69162494,0,5.0
-92.6867177,45.774680700000005,4115,Burnett Medical Center,Critical Access Hospital,257 W Saint George Ave,Grantsburg,WI,54840,Burnett,Wisconsin,25.0,25.0,4,4,0.069150686,0,0.0
-88.15364509999999,44.0252714,4116,Ascension Calumet Hospital,Critical Access Hospital,614 Memorial Dr,Chilton,WI,53014,Calumet,Wisconsin,25.0,25.0,4,4,0.12854795,0,1.0
-91.501713,45.102120899999996,4117,Mayo Clinic Hospital - Chippewa Valley in Bloomer,Critical Access Hospital,1501 Thompson St,Bloomer,WI,54724,Chippewa,Wisconsin,25.0,25.0,4,4,0.59068495,0,2.0
-90.9194377,44.9538569,4118,Ascension Our Lady of Victory Hospital,Critical Access Hospital,1120 Pine St,Stanley,WI,54768,Clark,Wisconsin,24.0,24.0,4,4,0.12260274,0,0.0
-91.35973320000001,44.9501409,4119,HSHS St Josephs Hospital,Short Term Acute Care Hospital,2661 County Highway I,Chippewa Falls,WI,54729,Chippewa,Wisconsin,193.0,102.0,6,6,0.3277733,91,2.0
-90.607114,44.5573869,4120,Marshfield Medical Center - Neillsville,Critical Access Hospital,216 Sunset Pl,Neillsville,WI,54456,Clark,Wisconsin,25.0,25.0,4,4,0.13545206,0,1.0
-89.035324,43.322528000000005,4121,Prairie Ridge Health Hospital (FKA Columbus Community Hospital),Critical Access Hospital,1515 Park Ave,Columbus,WI,53925,Columbia,Wisconsin,25.0,25.0,4,4,0.27221918,0,1.0
-89.4663678,43.5671155,4122,Divine Savior Healthcare,Short Term Acute Care Hospital,2817 New Pinery Rd,Portage,WI,53901,Columbia,Wisconsin,73.0,43.0,6,6,0.33736858,30,2.0
-91.11287390000001,43.0216941,4123,Crossing Rivers Health (FKA Prairie Du Chien Memorial Hospital),Critical Access Hospital,37868 Us Highway 18,Prairie Du Chien,WI,53821,Crawford,Wisconsin,25.0,24.0,4,4,0.30513698,1,1.0
-89.21027590000001,42.920811,4124,Stoughton Hospital,Critical Access Hospital,900 Ridge St,Stoughton,WI,53589,Dane,Wisconsin,35.0,22.0,4,4,0.31892902,13,1.0
-89.4309948,43.074298600000006,4125,William S Middleton Memorial Veterans Hospital,VA Hospital,2500 Overlook Ter,Madison,WI,53705,Dane,Wisconsin,129.0,129.0,0,0,,0,0.0
-89.4318955,43.0763217,4126,University Hospital,Short Term Acute Care Hospital,600 Highland Ave,Madison,WI,53792,Dane,Wisconsin,672.0,608.0,38,38,0.76122028,64,28.0
-89.400976,43.059354,4127,SSM Health St Marys Hospital - Madison,Short Term Acute Care Hospital,700 S Park St,Madison,WI,53715,Dane,Wisconsin,440.0,342.0,27,27,0.70032847,98,6.0
-89.40193149999999,43.0660369,4128,UnityPoint Health - Meriter (FKA Meriter Hospital),Short Term Acute Care Hospital,202 S Park St,Madison,WI,53715,Dane,Wisconsin,426.0,265.0,16,16,0.66445076,161,4.0
-88.6964498,43.200168,4129,Watertown Regional Medical Center,Short Term Acute Care Hospital,125 Hospital Dr,Watertown,WI,53098,Dodge,Wisconsin,95.0,80.0,4,4,0.19592465,15,2.0
-88.826341,43.448324799999995,4130,Marshfield Medical Center Beaver Dam (FKA Beaver Dam Community Hospital),Short Term Acute Care Hospital,707 S University Ave,Beaver Dam,WI,53916,Dodge,Wisconsin,125.0,125.0,6,6,0.09104657199999999,0,2.0
-88.74592,43.631890999999996,4131,Waupun Memorial Hospital,Critical Access Hospital,620 W Brown St,Waupun,WI,53963,Dodge,Wisconsin,25.0,25.0,4,4,0.27747944,0,1.0
-87.35193259999998,44.832392799999994,4132,Door County Medical Center,Critical Access Hospital,323 S 18th Ave,Sturgeon Bay,WI,54235,Door,Wisconsin,25.0,25.0,4,4,0.42410958,0,2.0
-92.1027222,46.6975411,4133,Essentia Health St Marys Hospital - Superior (FKA St Marys Hospital of Superior),Critical Access Hospital,3500 Tower Ave,Superior,WI,54880,Douglas,Wisconsin,25.0,25.0,4,4,0.30005479,0,2.0
-91.90152859999999,44.8831315,4134,Mayo Clinic Hospital - Red Cedar in Menomonie,Critical Access Hospital,2321 Stout Rd,Menomonie,WI,54751,Dunn,Wisconsin,25.0,25.0,5,5,0.44854796,0,2.0
-91.45294100000001,44.8153088,4135,OakLeaf Surgical Hospital,Short Term Acute Care Hospital,1000 Oakleaf Way,Altoona,WI,54720,Eau Claire,Wisconsin,13.0,13.0,2,2,0.16522655,0,0.0
-91.51221650000001,44.812369399999994,4136,Mayo Clinic Hospital - Eau Claire,Short Term Acute Care Hospital,1221 Whipple St,Eau Claire,WI,54703,Eau Claire,Wisconsin,304.0,193.0,26,26,0.68268859,111,17.0
-91.51072679999999,44.794519,4137,HSHS Sacred Heart Hospital,Short Term Acute Care Hospital,900 W Clairemont Ave,Eau Claire,WI,54701,Eau Claire,Wisconsin,344.0,168.0,22,22,0.51586759,176,5.0
-88.4313103,43.7775804,4138,St Agnes Hospital,Short Term Acute Care Hospital,430 E Division St,Fond Du Lac,WI,54935,Fond du Lac,Wisconsin,146.0,115.0,12,12,0.49477071,31,3.0
-88.8172,43.8354,4139,Ripon Medical Center,Critical Access Hospital,845 Parkside St,Ripon,WI,54971,Fond du Lac,Wisconsin,18.0,18.0,3,3,0.28493151,0,1.0
-90.7088165,42.8438395,4140,Grant Regional Health Center,Critical Access Hospital,507 S Monroe St,Lancaster,WI,53813,Grant,Wisconsin,25.0,25.0,4,4,0.23923288,0,1.0
-90.45813309999998,42.7195987,4141,Southwest Health Center,Critical Access Hospital,1400 Eastside Rd,Platteville,WI,53818,Grant,Wisconsin,25.0,25.0,4,4,0.29972604,0,2.0
-90.70818059999999,43.1333699,4142,Gundersen Boscobel Area Hospital (FKA Boscobel Area Health Care),Critical Access Hospital,205 Parker St,Boscobel,WI,53805,Grant,Wisconsin,25.0,25.0,4,4,0.06772603099999999,0,1.0
-89.6347267,42.608720299999995,4143,Monroe Clinic Hospital,Short Term Acute Care Hospital,515 22nd Ave,Monroe,WI,53566,Green,Wisconsin,95.0,58.0,6,6,0.38228625,37,2.0
-88.941162,43.9784864,4144,ThedaCare Medical Center - Berlin (FKA CHN Medical Center - Berlin),Critical Access Hospital,225 Memorial Dr,Berlin,WI,54923,Green Lake,Wisconsin,25.0,25.0,5,5,0.37567124,0,2.0
-90.12952729999999,42.9517344,4145,Upland Hills Health,Critical Access Hospital,800 Compassion Way,Dodgeville,WI,53533,Iowa,Wisconsin,25.0,25.0,4,4,0.32230136,0,2.0
-90.8552205,44.303288,4146,Black River Memorial Hospital,Critical Access Hospital,711 W Adams St,Black River Falls,WI,54615,Jackson,Wisconsin,25.0,25.0,4,4,0.31079453,0,2.0
-88.82794,42.931325,4147,Fort Memorial Hospital (AKA Fort HealthCare),Short Term Acute Care Hospital,611 Sherman Ave E,Fort Atkinson,WI,53538,Jefferson,Wisconsin,49.0,49.0,4,4,0.25060105,0,2.0
-90.0746493,43.7834817,4148,Mile Bluff Medical Center,Short Term Acute Care Hospital,1050 Division St,Mauston,WI,53948,Juneau,Wisconsin,40.0,40.0,7,7,0.17541096,0,2.0
-87.9354718,42.569947799999994,4149,Aurora Medical Center in Kenosha,Short Term Acute Care Hospital,10400 75th St,Kenosha,WI,53142,Kenosha,Wisconsin,74.0,74.0,12,12,0.73672712,0,2.0
-87.8204123,42.5774946,4150,Froedtert Kenosha Hospital (FKA Kenosha Medical Center),Short Term Acute Care Hospital,6308 8th Ave,Kenosha,WI,53143,Kenosha,Wisconsin,315.0,200.0,15,15,0.48717809,115,4.0
-91.2427084,43.8043634,4151,Mayo Clinic Hospital - Franciscan Healthcare La Crosse,Short Term Acute Care Hospital,700 West Ave S,La Crosse,WI,54601,La Crosse,Wisconsin,331.0,142.0,28,28,0.34238857,189,8.0
-91.2476896,43.79422879999999,4152,Gundersen Lutheran Medical Center,Short Term Acute Care Hospital,1900 South Ave,La Crosse,WI,54601,La Crosse,Wisconsin,325.0,266.0,24,24,0.63945717,59,5.0
-90.1104,42.6836,4153,Memorial Hospital of Lafayette County,Critical Access Hospital,800 Clay St,Darlington,WI,53530,Lafayette,Wisconsin,25.0,25.0,4,4,0.13117808,0,0.0
-89.139442,45.1417251,4154,Aspirus Langlade Hospital,Critical Access Hospital,112 E 5th Ave,Antigo,WI,54409,Langlade,Wisconsin,25.0,25.0,4,4,0.44558904,0,2.0
-89.6817637,45.1755675,4155,Ascension Good Samaritan Hospital (FKA Ascension Good Samaritan Health Center),Critical Access Hospital,601 S Center Ave,Merrill,WI,54452,Lincoln,Wisconsin,25.0,25.0,4,4,0.10356165,0,2.0
-89.73395359999999,45.4864422,4156,Ascension Sacred Heart Hospital,Critical Access Hospital,401 W Mohawk Dr,Tomahawk,WI,54487,Lincoln,Wisconsin,18.0,15.0,3,3,0.12767123,3,0.0
-87.6764511,44.094904299999996,4157,Holy Family Memorial Medical Center (AKA HFM Medical Center),Short Term Acute Care Hospital,2300 Western Ave,Manitowoc,WI,54220,Manitowoc,Wisconsin,167.0,58.0,10,10,0.40878603,109,2.0
-87.6201146,44.1238344,4158,Aurora Medical Center in Manitowoc County,Short Term Acute Care Hospital,5000 Memorial Dr,Two Rivers,WI,54241,Manitowoc,Wisconsin,69.0,69.0,6,6,0.21727219,0,2.0
-89.6677559,44.965982000000004,4159,Aspirus Wausau Hospital,Short Term Acute Care Hospital,333 Pine Ridge Blvd,Wausau,WI,54401,Marathon,Wisconsin,325.0,223.0,28,28,0.74595493,102,23.0
-89.58026509999999,44.8899641,4160,Marshfield Medical Center - Weston (FKA Ascension St Clares Hospital),Short Term Acute Care Hospital,3400 Ministry Pkwy,Weston,WI,54476,Marathon,Wisconsin,99.0,99.0,24,24,0.47070706,0,3.0
-87.64800550000001,45.0709216,4161,Aurora Medical Center - Bay Area (FKA Bay Area Medical Center),Short Term Acute Care Hospital,3003 University Dr,Marinette,WI,54143,Marinette,Wisconsin,55.0,55.0,10,10,0.48254046,0,4.0
-88.041386,43.052762,4162,Froedtert Hospital,Short Term Acute Care Hospital,900 N 92nd St,Milwaukee,WI,53226,Milwaukee,Wisconsin,783.0,581.0,107,107,0.80663466,202,28.0
-87.914964,43.09769,4163,Orthopaedic Hospital of Wisconsin,Short Term Acute Care Hospital,475 W River Woods Pkwy,Glendale,WI,53212,Milwaukee,Wisconsin,30.0,30.0,5,5,0.30027398,0,0.0
-87.95415679999999,42.8600366,4164,Ascension SE Wisconsin Hospital - Franklin Campus (FKA Ascension Wheaton Franciscan Healthcare - Franklin),Short Term Acute Care Hospital,10101 S 27th St,Franklin,WI,53132,Milwaukee,Wisconsin,52.0,44.0,8,8,0.78731346,8,2.0
-87.95415679999999,42.8600366,4165,Midwest Orthopedic Specialty Hospital,Short Term Acute Care Hospital,10101 S 27th St,Franklin,WI,53132,Milwaukee,Wisconsin,16.0,16.0,3,3,0.47370219,0,1.0
-87.9765372,43.074363500000004,4166,Ascension SE Wisconsin Hospital - St Joseph Campus (FKA Wheaton Franciscan St Joseph),Short Term Acute Care Hospital,5000 W Chambers St,Milwaukee,WI,53210,Milwaukee,Wisconsin,538.0,325.0,42,42,0.46979764,213,5.0
-87.950789,42.989578,4167,Aurora St Lukes Medical Center of Aurora Health Care Metro,Short Term Acute Care Hospital,2900 W Oklahoma Ave,Milwaukee,WI,53215,Milwaukee,Wisconsin,938.0,886.0,84,84,0.67458498,52,14.0
-88.0234228,43.0013586,4168,Aurora West Allis Medical Center,Short Term Acute Care Hospital,8901 W Lincoln Ave,West Allis,WI,53227,Milwaukee,Wisconsin,350.0,274.0,16,16,0.45631436,76,3.0
-87.9355419,42.9856117,4169,Ascension St Francis Hospital (FKA Ascension Wheaton Franciscan Healthcare - St Francis),Short Term Acute Care Hospital,3237 S 16th St,Milwaukee,WI,53215,Milwaukee,Wisconsin,260.0,153.0,20,20,0.49522787,107,2.0
-87.976214,43.0209164,4170,Milwaukee VA Medical Center (AKA Clement J Zablocki VA Medical Center),VA Hospital,5000 W National Ave,Milwaukee,WI,53295,Milwaukee,Wisconsin,196.0,196.0,0,0,,0,0.0
-87.8823656,43.060580200000004,4171,Ascension Columbia St Marys Hospital Milwaukee,Short Term Acute Care Hospital,2301 N Lake Dr,Milwaukee,WI,53211,Milwaukee,Wisconsin,432.0,263.0,48,48,0.66822231,169,5.0
-90.4934495,44.0036157,4172,Tomah VA Medical Center,VA Hospital,500 E Veterans St,Tomah,WI,54660,Monroe,Wisconsin,246.0,246.0,0,0,,0,2.0
-90.81415009999999,43.9442903,4173,Mayo Clinic Hospital - Franciscan Healthcare in Sparta,Critical Access Hospital,310 W Main St,Sparta,WI,54656,Monroe,Wisconsin,25.0,25.0,4,4,0.34816438,0,2.0
-90.5127493,43.958740999999996,4174,Tomah Memorial Hospital,Critical Access Hospital,501 Gopher Dr,Tomah,WI,54660,Monroe,Wisconsin,25.0,25.0,4,4,0.31298631,0,1.0
